system_id,latitude,longitude,elevation_m,azimuth,tilt
10370,20.865115,-156.33158,371.39505,180.0,30.0
10371,37.299474,-121.75446,165.5743561,225.0,19.0
10372,39.020359,-77.0115,103.0412292,225.0,1.0
10373,42.169751,-122.61772,614.6245117,180.0,23.0
10374,32.973645,-117.03701,162.7724609,225.0,27.0
10375,42.496679,-71.27504,43.24970627,180.0,1.0
10376,32.945021,-117.13526,121.3897934,225.0,23.0
10377,40.697907,-82.464016,426.6678467,180.0,18.4
10378,40.6949,-73.65394,17.51904106,180.0,30.0
10379,43.026284,-78.69304,180.9289093,225.0,33.0
10380,40.38584,-111.73333,1497.346802,180.0,1.0
10381,33.828366,-118.18235,28.86846733,180.0,5.0
10383,37.380207,-122.08787,37.39385223,225.0,10.0
10384,34.231754,-119.05258,44.74777222,315.0,14.0
10385,34.265003,-118.77177,244.1563416,0.0,23.0
10386,36.182407,-94.1082,406.3269348,180.0,4.76
10387,42.836245,-71.16246,79.10372162,225.0,37.0
10388,42.196065,-71.43797,76.3049469,225.0,42.0
10391,44.752662,-92.77958,259.434021,135.0,18.4
10392,41.393852,-81.70507,278.2753906,135.0,18.4
10393,45.085643,-93.1353,279.3180847,225.0,22.6
10394,34.447959,-117.19222,923.5661621,90.0,22.6
10395,40.637152,-74.37493,43.60865402,135.0,27.0
10396,45.108581,-93.33988,263.0507202,225.0,22.6
10397,32.84681,-116.98983,101.5931168,180.0,1.0
10398,30.340111,-97.98869,265.4246216,225.0,30.3
10399,44.970887,-92.5478,302.6513977,180.0,18.4
10400,38.999759,-77.10185,92.503685,225.0,9.5
10402,36.786948,-119.82747,93.90657043,180.0,19.5
10403,39.734686,-105.01966,1586.2948,180.0,1.0
10404,33.158137,-117.32646,60.39154816,180.0,1.0
10405,41.499202,-81.55434,301.6975403,90.0,40.0
10406,41.968987,-70.80452,13.95100021,225.0,18.5
10407,36.168817,-115.363567,1033.310913,180.0,23.0
10409,39.39667,-76.965,197.6805725,180.0,1.0
10410,41.948896,-79.189557,544.0393677,180.0,35.0
10411,33.562698,-117.69941,110.2840042,225.0,19.0
10412,33.594521,-117.254781,393.4776306,180.0,17.0
10413,40.461605,-74.3474,29.7141037,180.0,35.0
10414,35.834919,-120.98093,326.0670166,45.0,20.0
10415,33.601629,-117.639943,208.2307587,180.0,22.0
10416,32.949203,-117.110144,162.4620819,135.0,34.0
10417,42.322524,-71.485813,89.1847229,225.0,25.0
10418,33.102384,-117.185253,294.6968384,180.0,22.0
10419,42.805194,-71.29878,66.7144928,135.0,40.0
10420,37.257643,-121.89072,57.04691315,180.0,22.0
10421,37.954122,-122.02506,18.79156876,180.0,10.0
10422,39.134062,-76.8579,83.85818481,180.0,21.0
10424,32.719601,-117.16246,22.42172241,180.0,0.0
10428,32.762956,-116.990114,221.3686066,180.0,23.0
10429,35.643545,-78.83486,136.568985,225.0,1.0
10430,33.888062,-117.80407,123.5699005,180.0,17.0
10431,33.181543,-117.11136,284.0408936,180.0,1.0
10432,32.675604,-97.02346,157.2574921,225.0,25.0
10433,38.622168,-120.849562,557.5874023,180.0,22.62
10434,33.071419,-117.248968,57.95639038,180.0,22.0
10435,37.562218,-121.99433,18.64838982,270.0,18.5
10436,33.714889,-117.7633,62.85818863,135.0,1.0
10439,37.43,-122.11,2.335531473,225.0,20.0
10440,37.70719,-122.06153,102.2080688,180.0,1.0
10442,33.99605,-84.47464,326.074707,180.0,27.0
10443,42.644953,-70.963074,20.3956089,135.0,32.0
10444,40.357034,-76.13741,126.5065384,180.0,40.0
10448,36.687543,-76.22905,6.747202396,225.0,20.13
10449,32.873849,-116.90477,129.0788422,180.0,23.0
10450,34.211171,-118.19776,439.745575,315.0,14.0
10451,40.99904,-74.03291,15.31367016,135.0,1.0
10452,32.976054,-96.696818,191.2928009,180.0,4.0
10453,39.278295,-84.33049,246.7323456,180.0,30.0
10455,44.978518,-92.71996,273.9987793,90.0,34.0
10456,33.568617,-117.25264,375.4751892,225.0,22.6
10457,39.508177,-76.18066,24.60296631,135.0,1.0
10458,40.604252,-74.44612,24.44393158,90.0,25.0
10460,43.289787,-77.79548,87.41612244,180.0,1.0
10461,35.779715,-78.904864,91.44396973,180.0,26.0
10462,41.886364,-83.69556,208.3437195,180.0,40.0
10463,32.998855,-117.07054,253.8740845,180.0,18.0
10464,45.011215,-93.15536,284.3616638,135.0,34.0
10465,45.081266,-93.01146,287.4250488,180.0,34.0
10466,32.7991,-116.97334,128.4884338,45.0,2.0
10467,37.75735,-121.95213,130.0442047,270.0,18.0
10468,39.001104,-121.09171,434.1965332,180.0,17.0
10472,33.958363,-118.11987,40.92854691,180.0,17.0
10473,34.44005,-119.75496,55.48728561,180.0,18.0
10474,32.761801,-117.01273,177.9120636,180.0,1.0
10475,33.005753,-117.082645,242.9938202,180.0,1.0
10476,33.705099,-117.721456,132.1817017,180.0,22.0
10477,37.444879,-122.26253,157.7673645,225.0,18.0
10478,43.214613,-77.70626,124.6604919,180.0,34.0
10479,38.797424,-77.39237,104.1178818,180.0,40.0
10480,37.378341,-122.02398,25.17967987,180.0,18.4
10481,38.817993,-121.2631,53.17626572,180.0,30.0
10482,37.016943,-121.56581,61.07232285,90.0,18.4
10483,34.865445,-82.02018,226.7446594,225.0,17.0
10484,37.516687,-122.29026,39.12142563,180.0,20.0
10485,33.158472,-117.197431,184.9961395,135.0,20.0
10486,28.144103,-80.718203,8.669681549,180.0,20.0
10487,33.758216,-118.36425,380.4529114,270.0,1.0
10491,41.439784,-90.428,219.0691223,180.0,39.8
10492,32.819123,-116.997464,152.6674957,270.0,15.0
10493,34.088808,-118.40612,132.243103,180.0,22.6
10494,38.768829,-121.33629,38.27200699,180.0,30.0
10495,44.999165,-93.29823,263.4954834,180.0,40.0
10496,42.949857,-73.902641,129.059967,180.0,33.0
10498,44.921982,-92.94234,309.9728088,180.0,27.0
10499,42.800191,-83.5968,296.5933533,270.0,24.0
10500,36.831723,-119.83198,102.622261,180.0,18.43
10502,35.146144,-106.70851,1560.569946,180.0,1.0
10503,41.31353,-72.69791,32.95690155,180.0,42.0
10504,37.843726,-122.24369,73.29285431,180.0,14.0
10505,37.37714,-122.12412,72.63864136,225.0,14.0
10506,36.014586,-78.907996,116.0603638,180.0,38.0
10507,42.831686,-71.66743,102.2355576,180.0,40.0
10508,42.890974,-71.203827,80.77241516,225.0,22.0
10509,42.28693,-75.972054,446.6958008,180.0,25.0
10510,35.635844,-82.55992,654.9104614,180.0,18.4
10511,33.792687,-117.79975,95.8907547,180.0,18.0
10512,37.284042,-121.82664,50.73085785,180.0,21.0
10513,41.836665,-72.56076,22.14652443,180.0,19.0
10514,35.934783,-81.54476,345.43396,135.0,32.0
10516,42.328284,-75.95021,318.7971802,180.0,33.0
10517,32.975992,-117.160806,100.657814,180.0,24.0
10518,43.153969,-93.20037,344.9197388,180.0,1.0
10519,37.316983,-121.93555,41.46556473,135.0,22.6
10520,35.956676,-79.01806,96.49390411,135.0,37.0
10521,42.790736,-70.97286,45.02536011,135.0,34.0
10523,42.365936,-83.36513,195.5959625,90.0,18.4
10524,34.276154,-118.54581,367.3594971,180.0,8.0
10525,41.398462,-73.31474,138.1438293,315.0,34.0
10526,42.439295,-71.23553,105.9509583,135.0,42.0
10527,33.998751,-117.44695,297.3831482,180.0,12.0
10528,42.683841,-71.11171,57.69936371,0.0,23.0
10529,40.68085,-73.46289,4.631625652,90.0,1.0
10531,37.213624,-121.85671,84.60569763,180.0,20.0
10532,38.766341,-77.55578,70.89499664,90.0,27.0
10534,32.854572,-117.204564,113.7942581,225.0,18.0
10535,42.488735,-83.13752,197.2435303,225.0,1.0
10536,32.741256,-117.0951,0.0,225.0,10.0
10537,32.858727,-97.08453,0.0,180.0,33.7
10538,45.53704,-122.59979,0.0,180.0,22.0
10539,29.952305,-90.12347,0.0,135.0,22.0
10540,37.714179,-121.92567,0.0,180.0,20.0
10541,36.015992,-78.95911,0.0,225.0,32.0
10545,38.7475,-77.56917,0.0,90.0,27.0
10546,33.831866,-112.06339,0.0,225.0,18.0
10551,40.451105,-74.43938,0.0,315.0,15.0
10552,32.662563,-116.95413,0.0,225.0,1.0
10553,37.515014,-121.92916,0.0,180.0,18.0
10554,32.761791,-117.146557,0.0,180.0,6.0
10555,39.688278,-105.14558,0.0,135.0,63.0
10556,42.226889,-71.22929,59.36129761,180.0,24.0
10557,33.841114,-117.750485,248.0,225.0,17.0
10559,41.053182,-73.77672,61.32685089,180.0,30.0
10563,41.314075,-111.96366,1405.427002,180.0,18.0
10564,47.751434,-117.06934,650.6710205,180.0,22.0
10566,40.689007,-112.6698,1295.244751,180.0,34.0
10567,38.676103,-121.37656,29.87323761,180.0,20.0
10569,42.181875,-87.80956,197.5973969,270.0,23.0
10571,39.0509,-77.12261,115.8744583,135.0,16.0
10572,42.985007,-77.346,183.9441833,0.0,15.0
10574,33.462927,-117.62414,127.3606873,225.0,12.0
10575,33.997139,-117.044939,765.7584229,135.0,0.1
10576,38.245844,-122.101917,15.75713825,180.0,28.5
10577,35.642771,-117.681862,699.8093262,180.0,18.0
10578,38.098221,-122.59809,28.96942711,225.0,25.0
10580,36.813456,-119.70826,109.2089233,180.0,30.0
10581,40.744646,-111.81123,1528.723877,90.0,35.0
10582,39.53636,-119.8373,1419.316895,225.0,20.0
10583,33.650813,-117.81771,38.42378998,135.0,10.0
10586,32.93302,-117.066871,223.6728516,225.0,24.0
10588,33.958464,-118.30998,60.05977631,270.0,23.0
10589,35.200467,-119.17399,88.64964294,180.0,20.0
10590,40.240558,-74.69588,21.27556229,180.0,28.0
10591,37.743381,-122.48578,78.14659119,180.0,5.0
10592,43.899664,-91.22963,221.7874908,270.0,23.0
10594,42.176401,-72.32646,0.0,135.0,20.0
10595,40.636286,-73.6374,0.0,135.0,33.0
10597,38.664824,-121.52061,0.0,225.0,1.0
10598,36.443322,-93.77474,0.0,180.0,1.0
10599,34.029112,-118.3183,46.27072525,225.0,20.0
10600,33.697268,-111.88321,619.5249023,180.0,15.0
10601,38.170372,-122.25605,16.41161346,180.0,18.0
10602,33.975267,-117.72305,223.9647369,270.0,22.6
10604,33.648871,-117.764637,61.6428299,135.0,20.0
10605,45.010632,-93.01845,293.8922119,180.0,1.0
10606,44.539036,-92.53637,316.1326294,0.0,1.0
10607,42.610306,-74.15692,287.4877625,180.0,21.0
10609,34.313088,-118.402347,428.7182617,270.0,14.0
10611,44.989065,-93.10666,264.2255554,180.0,1.0
10612,45.019315,-93.24304,274.5914307,180.0,1.0
10614,35.847788,-78.70161,100.6715317,180.0,21.0
10617,39.897287,-77.52006,304.025116,0.0,30.0
10619,40.60787,-74.08991,30.13596153,135.0,35.0
10621,40.311246,-75.594,83.00963593,225.0,16.0
10622,33.195354,-117.28232,103.2752991,180.0,16.0
10625,38.977109,-77.38527,106.1963272,180.0,18.0
